"","chk_acct","duration","credit_his","purpose","amount","saving_acct","present_emp","installment_rate","sex_status","other_debtor","present_resid","property","age","other_install","housing","n_credits","job","n_people","telephone","foreign","response"
"898","No account",12,"existing credits paid back duly till now","furniture/equipment",1592,">= 1000 €","[4 - 7) Y","[25- 35)","female:divorced/separated/married","none","res_[1- res >7Y)","Savings agreement/life insurance",35,"No credits","own","1","j_skilled employee/official","1","none","no","0"
"899","No account",15,"no credits taken/all credits paid back duly","furniture/equipment",2186,"unknown/ no savings account","[4 - 7) Y","<[20- 25)0%","female:divorced/separated/married","none","res >7Y","real estate",33,"Other banks","rent","1","j_unskilled","1","none","yes","0"
"900","CC < 0 €",18,"no credits taken/all credits paid back duly","furniture/equipment",4153,"< 100 €","[1 - 4) Y","[20- 25)","male:single","co-applicant","res_[res >7Y- 7)","car or other",42,"No credits","own","1","j_skilled employee/official","1","none","yes","1"
"901","CC < 0 €",16,"existing credits paid back duly till now","car (new)",2625,"< 100 €",">= 7 Y","[20- 25)","male:single","guarantor","res >7Y","Savings agreement/life insurance",43,"Other banks","rent","1","j_skilled employee/official","1","yes, registered under the customers name","yes","1"
"902","No account",20,"existing credits paid back duly till now","car (new)",3485,"unknown/ no savings account","< 1 Y","[20- 25)","male:divorced/separated","none","res >7Y","real estate",44,"No credits","own","2","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"903","No account",36,"existing credits paid back duly till now","car (used)",10477,"unknown/ no savings account",">= 7 Y","[20- 25)","male:single","none","res >7Y","unknown / no property",42,"No credits","for free","2","j_skilled employee/official","1","none","yes","0"
"904","No account",15,"no credits taken/all credits paid back duly","radio/television",1386,"unknown/ no savings account","[1 - 4) Y",">35%","male:married/widowed","none","res_[1- res >7Y)","real estate",40,"No credits","rent","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"905","No account",24,"no credits taken/all credits paid back duly","radio/television",1278,"< 100 €",">= 7 Y",">35%","male:single","none","res < 1Y","real estate",36,"No credits","own","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"906","CC < 0 €",12,"no credits taken/all credits paid back duly","radio/television",1107,"< 100 €","[1 - 4) Y","[20- 25)","male:single","none","res_[1- res >7Y)","real estate",20,"No credits","rent","1","j_management/self-employed/highly qualified employee/ officer","2","yes, registered under the customers name","yes","0"
"907","CC < 0 €",21,"no credits taken/all credits paid back duly","car (new)",3763,"unknown/ no savings account","[4 - 7) Y","[20- 25)","male:single","co-applicant","res_[1- res >7Y)","real estate",24,"No credits","own","1","j_unskilled","1","none","no","0"
"908","CC [0 - 200 €]",36,"no credits taken/all credits paid back duly","education",3711,"unknown/ no savings account","[1 - 4) Y","[20- 25)","male:married/widowed","none","res_[1- res >7Y)","car or other",27,"No credits","own","1","j_skilled employee/official","1","none","yes","0"
"909","No account",15,"all credits at this bank paid back duly","car (used)",3594,"< 100 €","< 1 Y","<[20- 25)0%","female:divorced/separated/married","none","res_[1- res >7Y)","Savings agreement/life insurance",46,"No credits","own","2","j_unskilled","1","none","yes","0"
"910","CC [0 - 200 €]",9,"no credits taken/all credits paid back duly","car (new)",3195,"unknown/ no savings account","[1 - 4) Y","<[20- 25)0%","female:divorced/separated/married","none","res_[1- res >7Y)","real estate",33,"No credits","own","1","j_unskilled","1","none","yes","0"
"911","No account",36,"all credits at this bank paid back duly","radio/television",4454,"< 100 €","[1 - 4) Y",">35%","female:divorced/separated/married","none","res >7Y","real estate",34,"No credits","own","2","j_skilled employee/official","1","none","yes","0"
"912","CC [0 - 200 €]",24,"existing credits paid back duly till now","furniture/equipment",4736,"< 100 €","< 1 Y","[20- 25)","female:divorced/separated/married","none","res >7Y","car or other",25,"Other banks","own","1","j_unskilled","1","none","yes","1"
"913","CC [0 - 200 €]",30,"no credits taken/all credits paid back duly","radio/television",2991,"unknown/ no savings account",">= 7 Y","[20- 25)","female:divorced/separated/married","none","res >7Y","car or other",25,"No credits","own","1","j_skilled employee/official","1","none","yes","0"
"914","No account",11,"no credits taken/all credits paid back duly","business",2142,">= 1000 €",">= 7 Y","<[20- 25)0%","male:divorced/separated","none","res_[1- res >7Y)","real estate",28,"No credits","own","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"915","CC < 0 €",24,"critical account in other  bank","business",3161,"< 100 €","[1 - 4) Y",">35%","male:single","none","res_[1- res >7Y)","Savings agreement/life insurance",31,"No credits","rent","1","j_skilled employee/official","1","yes, registered under the customers name","yes","1"
"916","CC [0 - 200 €]",48,"delay in paying off","car (used)0",18424,"< 100 €","[1 - 4) Y","<[20- 25)0%","female:divorced/separated/married","none","res_[1- res >7Y)","Savings agreement/life insurance",32,"Other banks","own","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","no","1"
"917","No account",10,"no credits taken/all credits paid back duly","car (used)",2848,"[100 - 500)","[1 - 4) Y","<[20- 25)0%","male:single","co-applicant","res_[1- res >7Y)","real estate",32,"No credits","own","1","j_skilled employee/official","2","none","yes","0"
"918","CC < 0 €",6,"no credits taken/all credits paid back duly","car (new)",14896,"< 100 €",">= 7 Y","<[20- 25)0%","male:single","none","res >7Y","unknown / no property",68,"Other banks","own","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","1"
"919","CC < 0 €",24,"no credits taken/all credits paid back duly","furniture/equipment",2359,"[100 - 500)","unemployed","<[20- 25)0%","male:divorced/separated","none","res < 1Y","Savings agreement/life insurance",33,"No credits","own","1","j_skilled employee/official","1","none","yes","1"
"920","CC < 0 €",24,"no credits taken/all credits paid back duly","furniture/equipment",3345,"< 100 €",">= 7 Y",">35%","male:single","none","res_[1- res >7Y)","Savings agreement/life insurance",39,"No credits","rent","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","1"
"921","No account",18,"existing credits paid back duly till now","furniture/equipment",1817,"< 100 €","[1 - 4) Y",">35%","female:divorced/separated/married","none","res_[1- res >7Y)","unknown / no property",28,"No credits","own","2","j_skilled employee/official","1","none","yes","0"
"922","No account",48,"all credits at this bank paid back duly","radio/television",12749,"[500 - 1000)","[4 - 7) Y",">35%","male:single","none","res < 1Y","car or other",37,"No credits","own","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
"923","CC < 0 €",9,"no credits taken/all credits paid back duly","radio/television",1366,"< 100 €","< 1 Y","[25- 35)","female:divorced/separated/married","none","res >7Y","Savings agreement/life insurance",22,"No credits","rent","1","j_skilled employee/official","1","none","yes","1"
"924","CC [0 - 200 €]",12,"no credits taken/all credits paid back duly","car (new)",2002,"< 100 €","[4 - 7) Y","[25- 35)","male:single","none","res >7Y","Savings agreement/life insurance",30,"No credits","rent","1","j_skilled employee/official","2","yes, registered under the customers name","yes","0"
"925","CC < 0 €",24,"critical account in other  bank","furniture/equipment",6872,"< 100 €","< 1 Y","[20- 25)","male:divorced/separated","none","res < 1Y","Savings agreement/life insurance",55,"Other banks","own","1","j_skilled employee/official","1","yes, registered under the customers name","yes","1"
"926","CC < 0 €",12,"critical account in other  bank","car (new)",697,"< 100 €","< 1 Y",">35%","male:single","none","res_[1- res >7Y)","car or other",46,"Other banks","own","2","j_skilled employee/official","1","yes, registered under the customers name","yes","1"
"927","CC < 0 €",18,"existing credits paid back duly till now","furniture/equipment",1049,"< 100 €","< 1 Y",">35%","female:divorced/separated/married","none","res >7Y","Savings agreement/life insurance",21,"No credits","rent","1","j_skilled employee/official","1","none","yes","0"
"928","CC < 0 €",48,"no credits taken/all credits paid back duly","car (used)",10297,"< 100 €","[4 - 7) Y",">35%","male:single","none","res >7Y","unknown / no property",39,"Credit stores","for free","3","j_skilled employee/official","2","yes, registered under the customers name","yes","1"
"929","No account",30,"no credits taken/all credits paid back duly","radio/television",1867,"unknown/ no savings account",">= 7 Y",">35%","male:single","none","res >7Y","car or other",58,"No credits","own","1","j_skilled employee/official","1","yes, registered under the customers name","yes","0"
"930","CC < 0 €",12,"all credits at this bank paid back duly","car (new)",1344,"< 100 €","[1 - 4) Y",">35%","male:single","none","res_[1- res >7Y)","real estate",43,"No credits","own","2","j_unskilled","2","none","yes","0"
"931","CC < 0 €",24,"no credits taken/all credits paid back duly","furniture/equipment",1747,"< 100 €","< 1 Y",">35%","male:single","co-applicant","res < 1Y","Savings agreement/life insurance",24,"No credits","own","1","j_unskilled","1","none","no","0"
"932","CC [0 - 200 €]",9,"no credits taken/all credits paid back duly","radio/television",1670,"< 100 €","< 1 Y",">35%","female:divorced/separated/married","none","res_[1- res >7Y)","car or other",22,"No credits","own","1","j_skilled employee/official","1","yes, registered under the customers name","yes","1"
"933","No account",9,"existing credits paid back duly till now","car (new)",1224,"< 100 €","[1 - 4) Y","[25- 35)","male:single","none","res < 1Y","real estate",30,"No credits","own","2","j_skilled employee/official","1","none","yes","0"
"934","No account",12,"existing credits paid back duly till now","radio/television",522,"[500 - 1000)",">= 7 Y",">35%","male:single","none","res >7Y","Savings agreement/life insurance",42,"No credits","own","2","j_skilled employee/official","2","yes, registered under the customers name","yes","0"
"935","CC < 0 €",12,"no credits taken/all credits paid back duly","radio/television",1498,"< 100 €","[1 - 4) Y",">35%","female:divorced/separated/married","none","res < 1Y","car or other",23,"Other banks","own","1","j_skilled employee/official","1","none","yes","0"
"936","CC [0 - 200 €]",30,"all credits at this bank paid back duly","radio/television",1919,"[100 - 500)","< 1 Y",">35%","male:single","none","res_[res >7Y- 7)","unknown / no property",30,"Credit stores","own","2","j_management/self-employed/highly qualified employee/ officer","1","none","yes","1"
"937","CC >= 200 €",9,"no credits taken/all credits paid back duly","radio/television",745,"< 100 €","[1 - 4) Y","[25- 35)","female:divorced/separated/married","none","res_[1- res >7Y)","real estate",28,"No credits","own","1","j_unskilled","1","none","yes","1"
"938","CC [0 - 200 €]",6,"no credits taken/all credits paid back duly","radio/television",2063,"< 100 €","< 1 Y",">35%","male:married/widowed","none","res_[res >7Y- 7)","car or other",30,"No credits","rent","1","j_management/self-employed/highly qualified employee/ officer","1","yes, registered under the customers name","yes","0"
